year,level_1,level_2,level_3,level_4,value
1999,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
1999,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
1999,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
1999,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,2.4
1999,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,1.6
1999,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Managers & Administrators,Services,Business Services,Real Estate Services,na
1999,Managers & Administrators,Services,Business Services,Professional Services,na
1999,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1999,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,2.2
1999,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,1.4
1999,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Working Proprietors,Services,Business Services,Real Estate Services,na
1999,Working Proprietors,Services,Business Services,Professional Services,na
1999,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1999,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.2
1999,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.2
1999,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Professionals,Services,Business Services,Real Estate Services,na
1999,Professionals,Services,Business Services,Professional Services,na
1999,Professionals,Services,Business Services,Administrative & Support Services,na
1999,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,46.4
1999,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,7.2
1999,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
1999,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
1999,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
1999,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,38.1
1999,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,19.1
1999,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Clerical Support Workers,Services,Business Services,Real Estate Services,na
1999,Clerical Support Workers,Services,Business Services,Professional Services,na
1999,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
1999,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,19.2
1999,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,9.4
1999,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Service & Sales Workers,Services,Business Services,Real Estate Services,na
1999,Service & Sales Workers,Services,Business Services,Professional Services,na
1999,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
1999,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,10.8
1999,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,3
1999,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
1999,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
1999,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
1999,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.9
1999,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.3
1999,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1999,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1999,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,na
1999,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,na
1999,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,na
1999,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.7
1999,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.4
